노선,지사,터널명,이정,연장,차로수,종별,상태등급,준공일자,행정구역
부산포항선,경주지사,문무대왕5터널(부산),89,2442,2,1종,A,2015-12-23,경상북도 경주시 문무대왕면 용동리
부산포항선,경주지사,문무대왕5터널(포항),89,2443,2,1종,A,2015-12-23,경상북도 경주시 문무대왕면 용동리
부산포항선,경주지사,오천1터널(부산),91,161,2,2종,B,2015-12-23,경상북도 포항시 남구 오천읍 진전리
부산포항선,경주지사,오천2터널(부산),92,391,2,2종,B,2015-12-23,경상북도 포항시 남구 오천읍 진전리
부산포항선,경주지사,오천2터널(포항),92,436,2,2종,B,2015-12-23,경상북도 포항시 남구 오천읍 진전리
부산포항선,경주지사,오천3터널(부산),92,581,2,2종,B,2015-12-23,경상북도 포항시 남구 오천읍 진전리
부산포항선,경주지사,오천3터널(포항),92,546,2,2종,B,2015-12-23,경상북도 포항시 남구 오천읍 진전리
부산포항선,경주지사,오천4터널(포항),93,293,2,2종,B,2015-12-23,경상북도 포항시 남구 오천읍 진전리
부산포항선,경주지사,오천4터널(부산),93,278,2,2종,B,2015-12-23,경상북도 포항시 남구 오천읍 진전리
부산포항선,경주지사,오천5터널(부산),94,2178,2,1종,B,2015-12-23,경상북도 포항시 남구 오천읍 진전리
부산포항선,경주지사,오천5터널(포항),94,2202,2,1종,A,2015-12-23,경상북도 포항시 남구 오천읍 진전리
부산포항선,경주지사,오천6터널(부산),96,232,2,2종,B,2015-12-23,경상북도 포항시 남구 오천읍 갈평리
부산포항선,경주지사,오천6터널(포항),96,187,2,2종,B,2015-12-23,경상북도 포항시 남구 오천읍 갈평리
부산포항선,경주지사,오천7터널(부산),96,200,2,2종,B,2015-12-23,경상북도 포항시 남구 오천읍 갈평리
부산포항선,경주지사,오천7터널(포항),96,178,2,2종,B,2015-12-23,경상북도 포항시 남구 오천읍 갈평리
중부내륙선의 지선,창녕지사,달성2터널(대구),9,993,2,2종,B,1995-11-07,대구광역시 달성군 논공읍 본리리
중부내륙선의 지선,창녕지사,달성2터널(창원),9,969,2,2종,B,1995-11-07,대구광역시 달성군 논공읍 본리리
중부내륙선의 지선,창녕지사,(구)달성터널,10,565,2,2종,B,1977-12-17,대구광역시 달성군 논공읍 본리리
중부내륙선의 지선,창녕지사,달성1터널(대구),10,1387,2,1종,B,1995-11-07,대구광역시 달성군 옥포면 송촌리
중부내륙선의 지선,창녕지사,달성1터널(창원),10,1362,2,1종,B,1995-11-07,대구광역시 달성군 옥포면 송촌리
통영대전선/중부선,고성지사,통영3터널(하남),6,282,2,2종,B,2005-12-23,경상남도 통영시 광도면 노산리
통영대전선/중부선,고성지사,통영3터널(통영),6,273,2,2종,B,2005-12-23,경상남도 통영시 광도면 노산리
통영대전선/중부선,고성지사,통영2터널(통영),11,1620,2,1종,B,2005-12-23,경상남도 통영시 광도면 안정리
통영대전선/중부선,고성지사,통영2터널(하남),11,1628,2,1종,B,2005-12-23,경상남도 통영시 광도면 안정리
통영대전선/중부선,고성지사,통영1터널(하남),12,533,2,2종,B,2005-12-23,경상남도 통영시 광도면 황리
통영대전선/중부선,고성지사,통영1터널(통영),12,539,2,2종,B,2005-12-23,경상남도 통영시 광도면 황리
통영대전선/중부선,고성지사,고성3터널(통영),28,792,2,2종,A,2005-12-23,경상남도 고성군 대가면 송계리
통영대전선/중부선,고성지사,고성3터널(하남),28,812,2,2종,A,2005-12-23,경상남도 고성군 대가면 송계리
통영대전선/중부선,고성지사,고성2터널(통영),33,1736,2,1종,B,2005-12-23,경상남도 고성군 영현면 신분리
통영대전선/중부선,고성지사,고성2터널(하남),33,1781,2,1종,A,2005-12-23,경상남도 고성군 영현면 신분리
통영대전선/중부선,고성지사,고성1터널(통영),34,1192,2,1종,B,2005-12-23,경상남도 고성군 영현면 신분리
통영대전선/중부선,고성지사,고성1터널(하남),34,1192,2,1종,B,2005-12-23,경상남도 고성군 영현면 신분리
통영대전선/중부선,고성지사,사천3터널(하남),41,530,2,2종,B,2005-12-23,경상남도 사천시 사천읍 장전리
통영대전선/중부선,고성지사,사천3터널(통영),41,535,2,2종,B,2005-12-23,경상남도 사천시 사천읍 장전리
통영대전선/중부선,고성지사,사천2터널(하남),42,493,2,2종,B,2005-12-23,경상남도 사천시 사천읍 장전리
통영대전선/중부선,고성지사,사천2터널(통영),42,497,2,2종,B,2005-12-23,경상남도 사천시 사천읍 장전리
통영대전선/중부선,고성지사,사천1터널(하남),43,475,2,2종,B,2005-12-23,경상남도 사천시 사천읍 두량리
통영대전선/중부선,고성지사,사천1터널(통영),43,475,2,2종,B,2005-12-23,경상남도 사천시 사천읍 두량리
함양울산선,밀양지사,무안2터널(울산),4,2617,2,1종,,2025-03-31,경상남도 밀양시 무안면 중산리
함양울산선,밀양지사,영산터널(함양),74,4976,2,1종,,2024-12-31,경상남도 창녕군 영산면 성내리
함양울산선,밀양지사,영산터널(울산),74,5112,2,1종,,2025-03-31,경상남도 창녕군 영산면 성내리
함양울산선,밀양지사,무안1터널(함양),80,1910,2,1종,,2025-03-31,경상남도 밀양시 무안면 중산리
함양울산선,밀양지사,무안1터널(울산),80,1940,2,1종,,2025-03-31,경상남도 밀양시 무안면 웅동리
함양울산선,밀양지사,무안2터널(함양),83,2582,2,1종,,2025-03-31,경상남도 밀양시 무안면 삼태리
함양울산선,밀양지사,부북1터널(울산),90,1780,2,1종,,2024-12-27,경상남도 밀양시 무안면 마흘리
함양울산선,밀양지사,부북1터널(함양),92,1792,2,1종,,2024-12-27,경상남도 밀양시 부북면 덕곡리
함양울산선,밀양지사,부북2터널(울산),95,2124,2,1종,,2024-12-28,경상남도 밀양시 부북면 용지리
함양울산선,밀양지사,부북2터널(함양),95,2132,2,1종,,2024-12-28,경상남도 밀양시 부북면 용지리
함양울산선,밀양지사,산외1터널(울산),98,1128,2,1종,,2024-12-28,경상남도 밀양시 상동면 가곡리
함양울산선,밀양지사,산외1터널(함양),98,1030,2,1종,,2024-12-28,경상남도 밀양시 상동면 가곡리
함양울산선,밀양지사,산외2터널(함양),101,271,2,2종,B,2020-12-28,경상남도 밀양시 산외면 남기리
함양울산선,밀양지사,산외2터널(울산),101,197,2,2종,A,2020-12-28,경상남도 밀양시 산외면 남기리
함양울산선,밀양지사,산외3터널(함양),101,1767,2,1종,A,2020-12-28,경상남도 밀양시 산외면 다죽리
함양울산선,밀양지사,산외3터널(울산),101,1740,2,1종,A,2020-12-28,경상남도 밀양시 산외면 다죽리
함양울산선,밀양지사,단장1터널(울산),104,1222,2,1종,A,2020-12-28,경상남도 밀양시 단장면 단장리
함양울산선,밀양지사,단장1터널(함양),104,1200,2,1종,A,2020-12-28,경상남도 밀양시 단장면 단장리
함양울산선,밀양지사,단장2터널(울산),106,2460,2,1종,A,2020-12-28,경상남도 밀양시 단장면 단장리
함양울산선,밀양지사,단장2터널(함양),106,2457,2,1종,A,2020-12-28,경상남도 밀양시 단장면 단장리
함양울산선,밀양지사,단장3터널(울산),109,242,2,2종,A,2020-12-28,경상남도 밀양시 단장면 단장리
함양울산선,밀양지사,단장3터널(함양),109,200,2,2종,A,2020-12-28,경상남도 밀양시 단장면 단장리
함양울산선,밀양지사,단장4터널(울산),109,2590,2,1종,B,2020-12-28,경상남도 밀양군 단장면 무릉리
함양울산선,밀양지사,단장4터널(함양),109,2592,2,1종,B,2020-12-28,경상남도 밀양시 단장면 무릉리
함양울산선,밀양지사,재약산터널(울산),113,7912,2,1종,A,2020-12-28,경상남도 밀양시 단장면 고례리
함양울산선,밀양지사,재약산터널(함양),113,7982,2,1종,A,2020-12-28,경상남도 밀양시 단장면 고례리
함양울산선,밀양지사,배내골나들목터널,121,250,1,2종,A,2020-12-28,경상남도 양산시 원동면 선리
함양울산선,밀양지사,신불산터널(울산),121,6455,2,1종,A,2020-12-28,경상남도 양산시 원동면 선리
함양울산선,밀양지사,신불산터널(함양),121,6464,2,1종,B,2020-12-28,경상남도 양산시 원동면 선리
함양울산선,밀양지사,삼동1터널(울산),134,807,2,2종,B,2020-12-28,울산광역시 울주군 삼동면 금곡리
함양울산선,밀양지사,삼동1터널(함양),134,864,2,2종,B,2020-12-28,울산광역시 울주군 삼동면 금곡리
함양울산선,밀양지사,삼동2터널(함양),137,287,2,2종,A,2020-12-28,울산광역시 울주군 삼동면 출강리
함양울산선,밀양지사,삼동2터널(울산),137,245,2,2종,A,2020-12-28,울산광역시 울주군 삼동면 출강리
함양울산선,밀양지사,삼동3터널(함양),137,238,2,2종,A,2020-12-28,울산광역시 울주군 삼동면 출강리
함양울산선,밀양지사,삼동3터널(울산),137,100,2,2종,A,2020-12-28,울산광역시 울주군 삼동면 출강리
함양울산선,밀양지사,삼동4터널(울산),138,129,2,2종,A,2020-12-28,울산광역시 울주군 삼동면 작동리
함양울산선,밀양지사,삼동4터널(함양),138,108,2,2종,A,2020-12-28,울산광역시 울주군 삼동면 작동리
함양울산선,밀양지사,웅촌1터널(함양),139,671,2,2종,B,2020-12-28,울산광역시 울주군 웅촌면 대복리
함양울산선,밀양지사,웅촌1터널(울산),139,600,2,2종,B,2020-12-28,울산광역시 울주군 웅촌면 대복리
함양울산선,밀양지사,웅촌2터널(울산),140,312,2,2종,A,2020-12-28,울산광역시 울주군 웅촌면 대복리
함양울산선,밀양지사,웅촌2터널(함양),140,308,2,2종,B,2020-12-28,울산광역시 울주군 웅촌면 대복리
함양울산선,밀양지사,웅촌3터널(울산),141,593,2,2종,A,2020-12-28,울산광역시 울주군 웅촌면 대복리
함양울산선,밀양지사,웅촌3터널(함양),141,585,2,2종,A,2020-12-28,울산광역시 울주군 웅촌면 대복리
함양울산선,밀양지사,청량터널(함양),143,489,2,2종,A,2020-12-28,울산광역시 울주군 청량읍 삼정리
함양울산선,밀양지사,청량터널(울산),143,484,2,2종,A,2020-12-28,울산광역시 울주군 청량읍 삼정리
중부내륙선,충주지사,연풍터널(창원),196,1240,2,1종,B,2004-12-06,충청북도 괴산군 연풍면 행촌리
중부내륙선,충주지사,연풍터널(양평),196,1224,2,1종,B,2004-12-06,충청북도 괴산군 연풍면 행촌리
중부내륙선,충주지사,장연터널(창원),199,3055,2,1종,B,2004-12-06,충청북도 괴산군 연풍면 유상리
중부내륙선,충주지사,장연터널(양평),199,3100,2,1종,B,2004-12-06,충청북도 괴산군 연풍면 유상리
중부내륙선,충주지사,추점터널(양평),206,547,2,2종,A,2004-12-06,충청북도 괴산군 장연면 추점리
중부내륙선,충주지사,추점터널(창원),206,536,2,2종,A,2004-12-06,충청북도 괴산군 장연면 추점리
중부내륙선,충주지사,조곡터널(양평),212,859,2,2종,A,2004-12-06,충청북도 괴산군 장연면 조곡리
중부내륙선,충주지사,조곡터널(창원),212,870,2,2종,A,2004-12-06,충청북도 괴산군 장연면 조곡리
중부내륙선,충주지사,매현2터널(양평),216,970,2,2종,A,2004-11-11,충청북도 충주시 대소원면 문주리
중부내륙선,충주지사,매현2터널(창원),216,970,2,2종,A,2004-11-11,충청북도 충주시 대소원면 문주리
중부내륙선,충주지사,매현1터널(창원),217,328,2,2종,A,2004-11-11,충청북도 충주시 대소원면 매현리
중부내륙선,충주지사,매현1터널(양평),218,328,2,2종,A,2004-11-11,충청북도 충주시 대소원면 매현리
중부내륙선,충주지사,탄용터널(창원),218,380,2,2종,A,2004-11-11,충청북도 충주시 대소원면 매현리
중부내륙선,충주지사,탄용터널(양평),218,380,2,2종,A,2004-11-11,충청북도 충주시 대소원면 매현리
중부내륙선,충주지사,두정터널(창원),219,640,2,2종,B,2004-11-11,충청북도 충주시 대소원면 탄용리
중부내륙선,충주지사,두정터널(양평),219,615,2,2종,A,2004-11-11,충청북도 충주시 대소원면 탄용리
중부내륙선,충주지사,장고개터널(창원),221,475,2,2종,B,2004-11-11,충청북도 충주시 대소원면 두정리
중부내륙선,충주지사,장고개터널(양평),221,470,2,2종,B,2004-11-11,충청북도 충주시 대소원면 두정리
중부내륙선,충주지사,만정터널(양평),221,440,2,2종,B,2004-11-11,충청북도 충주시 대소원면 만정리
중부내륙선,충주지사,만정터널(창원),221,445,2,2종,B,2004-11-11,충청북도 충주시 대소원면 만정리
중부내륙선,충주지사,용전터널(양평),227,845,2,2종,B,2002-12-20,충청북도 충주시 대소원면 완오리
중부내륙선,충주지사,용전터널(창원),227,835,2,2종,B,2002-12-20,충청북도 충주시 대소원면 완오리
중부내륙선,충주지사,중원터널(양평),243,988,3,1종,B,2002-12-20,충청북도 충주시 노은면 가신리
중부내륙선,충주지사,중원터널(창원),243,988,3,1종,B,2002-12-20,충청북도 충주시 노은면 가신리
통영대전선/중부선,진천지사,진천터널(하남),273,475,2,2종,A,1987-12-17,충청북도 진천군 초평면 연담리
통영대전선/중부선,진천지사,진천터널(남이),273,475,2,2종,A,1987-12-17,충청북도 진천군 초평면 연담리
중부내륙선,상주지사,상주터널(창원),133,1612,2,1종,B,2001-11-30,경상북도 상주시 낙동면 신오리
중부내륙선,상주지사,상주터널(양평),133,1685,2,1종,B,2001-11-30,경상북도 상주시 낙동면 신오리
중부내륙선,상주지사,낙동터널(양평),142,370,2,2종,B,2001-11-30,경상북도 상주시 낙동면 신상리
중부내륙선,상주지사,낙동터널(창원),142,400,2,2종,B,2001-11-30,경상북도 상주시 낙동면 신상리
중부내륙선,상주지사,공검터널(양평),157,406,2,2종,B,2003-12-31,경상북도 상주시 공검면 화동리
중부내륙선,상주지사,공검터널(창원),157,406,2,2종,B,2003-12-31,경상북도 상주시 공검면 화동리
중부내륙선,상주지사,불정터널(양평),174,194,2,2종,B,2004-12-06,경상북도 문경시 불정동 
중부내륙선,상주지사,불정터널(창원),174,194,2,2종,B,2004-12-06,경상북도 문경시 불정동 
중부내륙선,상주지사,진남터널(양평),177,968,2,2종,B,2004-12-06,경상북도 문경시 마성면 신현리
중부내륙선,상주지사,진남터널(창원),177,992,2,2종,B,2004-12-06,경상북도 문경시 마성면 신현리
중부내륙선,상주지사,문경2터널(양평),186,1187,2,1종,B,2004-12-06,경상북도 문경시 문경읍 진안리
중부내륙선,상주지사,문경2터널(창원),186,1205,2,1종,B,2004-12-06,경상북도 문경시 문경읍 진안리
중부내륙선,상주지사,문경1터널(양평),186,115,2,2종,B,2004-12-06,경상북도 문경시 문경읍 진안리
중부내륙선,상주지사,문경1터널(창원),186,180,2,2종,B,2004-12-06,경상북도 문경시 문경읍 진안리
중부내륙선,상주지사,문경새재터널(창원),192,2645,2,1종,B,2004-12-06,충청북도 괴산군 연풍면 주진리
중부내륙선,상주지사,문경새재터널(양평),192,2635,2,1종,B,2004-12-06,충청북도 괴산군 연풍면 주진리
서산영덕선(청주상주선),보은지사,문의1터널(영덕),12,536,2,2종,B,2007-12-14,충청북도 청원군 문의면 노현리
서산영덕선(청주상주선),보은지사,문의1터널(청주),13,451,2,2종,B,2007-12-14,충청북도 청원군 문의면 마구리
서산영덕선(청주상주선),보은지사,문의2터널(청주),13,120,2,2종,B,2007-12-14,충청북도 청원군 문의면 마구리
서산영덕선(청주상주선),보은지사,문의2터널(영덕),13,219,2,2종,B,2007-12-14,충청북도 청원군 문의면 마구리
서산영덕선(청주상주선),보은지사,피반령터널(청주),14,2014,2,1종,B,2007-12-14,충청북도 청원군 문의면 마구리
서산영덕선(청주상주선),보은지사,피반령터널(영덕),14,1951,2,1종,B,2007-12-14,충청북도 청원군 문의면 마구리
서산영덕선(청주상주선),보은지사,회인터널(청주),21,215,2,2종,B,2007-12-14,충청북도 보은군 회북면 건천리
서산영덕선(청주상주선),보은지사,회인터널(영덕),21,228,2,2종,B,2007-12-14,충청북도 보은군 회북면 건천리
서산영덕선(청주상주선),보은지사,수리티터널(영덕),22,903,2,2종,B,2007-12-14,충청북도 보은군 회북면 건천리
서산영덕선(청주상주선),보은지사,수리티터널(청주),22,825,2,2종,B,2007-12-14,충청북도 보은군 회북면 건천리
서산영덕선(청주상주선),보은지사,수한터널(영덕),26,214,2,2종,B,2007-12-14,충청북도 보은군 수한면 교암리
서산영덕선(청주상주선),보은지사,수한터널(청주),26,214,2,2종,B,2007-12-14,충청북도 보은군 수한면 교암리
서산영덕선(청주상주선),보은지사,탄부터널(청주),32,220,2,2종,B,2007-12-14,충청북도 보은군 탄부면 고승리
서산영덕선(청주상주선),보은지사,탄부터널(영덕),32,220,2,2종,B,2007-12-14,충청북도 보은군 탄부면 고승리
서산영덕선(청주상주선),보은지사,화서1터널(영덕),53,225,2,2종,B,2007-12-14,경상북도 상주시 화서면 신봉리
서산영덕선(청주상주선),보은지사,화서1터널(청주),53,225,3,1종,B,2007-12-14,경상북도 상주시 화서면 신봉리
서산영덕선(청주상주선),보은지사,화서2터널(영덕),54,128,2,2종,B,2007-12-14,경상북도 상주시 화서면 상곡리
서산영덕선(청주상주선),보은지사,화서2터널(청주),54,128,2,2종,B,2007-12-14,경상북도 상주시 화서면 상곡리
서산영덕선(청주상주선),보은지사,내서1터널(영덕),59,132,2,2종,B,2007-12-14,경상북도 상주시 내서면 고곡리
서산영덕선(청주상주선),보은지사,내서1터널(청주),59,132,3,1종,B,2007-12-14,경상북도 상주시 내서면 고곡리
서산영덕선(청주상주선),보은지사,내서2터널(청주),61,418,2,2종,B,2007-12-14,경상북도 상주시 내서면 고곡리
서산영덕선(청주상주선),보은지사,내서2터널(영덕),61,470,2,2종,B,2007-12-14,경상북도 상주시 내서면 고곡리
서산영덕선(청주상주선),보은지사,내서3터널(청주),65,520,2,2종,B,2007-12-14,경상북도 상주시 내서면 능암리
서산영덕선(청주상주선),보은지사,내서3터널(영덕),65,500,2,2종,B,2007-12-14,경상북도 상주시 내서면 능암리
서산영덕선(청주상주선),보은지사,내서4터널(청주),66,1370,2,1종,A,2007-12-14,경상북도 상주시 내서면 능암리
서산영덕선(청주상주선),보은지사,내서4터널(영덕),66,1335,2,1종,A,2007-12-14,경상북도 상주시 내서면 능암리
평택제천선,엄정지사,금광1터널(제천),41,806,2,2종,B,2008-12-15,경기도 안성시 금광면 개산리
평택제천선,엄정지사,금광1터널(평택),41,802,2,2종,B,2008-12-15,경기도 안성시 금광면 개산리
평택제천선,엄정지사,금광2터널(제천),43,369,2,2종,B,2008-12-15,경기도 안성시 금광면 오산리
평택제천선,엄정지사,금광2터널(평택),43,380,2,2종,A,2008-12-15,경기도 안성시 금광면 오산리
평택제천선,엄정지사,금광3터널(평택),44,498,2,2종,B,2008-12-15,경기도 안성시 금광면 옥정리
평택제천선,엄정지사,금광3터널(제천),44,457,2,2종,A,2008-12-15,경기도 안성시 금광면 한운리
평택제천선,엄정지사,안진터널(평택),49,2355,2,1종,B,2008-12-15,경기도 안성시 금광면 옥정리
평택제천선,엄정지사,안진터널(제천),49,2300,2,1종,B,2008-12-15,경기도 안성시 금광면 옥정리
평택제천선,엄정지사,수리산터널(제천),77,212,2,2종,B,2013-12-20,충청북도 음성군 생극면 오생리
평택제천선,엄정지사,수리산터널(평택),77,212,2,2종,B,2013-12-20,충청북도 음성군 생극면 오생리
평택제천선,엄정지사,신니터널(제천),80,309,2,2종,B,2013-12-20,충청북도 충주시 신니면 문락리
평택제천선,엄정지사,신니터널(평택),80,309,2,2종,B,2013-12-20,충청북도 충주시 신니면 문락리
평택제천선,엄정지사,노은1터널(제천),87,979,2,2종,A,2014-12-09,충청북도 충주시 노은면 문성리
평택제천선,엄정지사,노은1터널(평택),87,968,2,2종,A,2014-12-09,충청북도 충주시 노은면 문성리
평택제천선,엄정지사,노은2터널(제천),88,206,2,2종,A,2014-12-09,충청북도 충주시 노은면 신효리
평택제천선,엄정지사,노은2터널(평택),88,210,2,2종,A,2014-12-09,충청북도 충주시 노은면 신효리
평택제천선,엄정지사,노은3터널(제천),89,368,2,2종,A,2014-12-09,충청북도 충주시 노은면 신효리
평택제천선,엄정지사,노은3터널(평택),89,356,2,2종,A,2014-12-09,충청북도 충주시 노은면 신효리
평택제천선,엄정지사,노은4터널(제천),89,535,2,2종,A,2014-12-09,충청북도 충주시 노은면 신효리
평택제천선,엄정지사,노은4터널(평택),89,450,2,2종,A,2014-12-09,충청북도 충주시 노은면 신효리
평택제천선,엄정지사,중앙탑터널(제천),95,679,2,2종,A,2014-12-09,충청북도 충주시 가금면 가흥리
평택제천선,엄정지사,중앙탑터널(평택),95,679,2,2종,A,2014-12-09,충청북도 충주시 가금면 가흥리
평택제천선,엄정지사,산척1터널(제천),106,1062,2,1종,A,2015-07-20,충청북도 충주시 엄정면 율능리
평택제천선,엄정지사,산척1터널(평택),106,1079,2,1종,A,2015-07-20,충청북도 충주시 엄정면 율능리
평택제천선,엄정지사,산척2터널(제천),107,274,2,2종,A,2015-07-20,충청북도 충주시 산척면 영덕리
평택제천선,엄정지사,산척2터널(평택),108,218,2,2종,A,2015-07-20,충청북도 충주시 산척면 영덕리
평택제천선,엄정지사,천등산1터널(제천),111,399,2,2종,A,2015-07-20,충청북도 충주시 산척면 영덕리
평택제천선,엄정지사,천등산1터널(평택),111,442,2,2종,A,2015-07-20,충청북도 충주시 산척면 영덕리
평택제천선,엄정지사,천등산2터널(제천),112,119,2,2종,A,2015-07-20,충청북도 충주시 산척면 영덕리
평택제천선,엄정지사,천등산3터널(제천),112,2645,2,1종,A,2015-07-20,충청북도 충주시 산척면 명서리
평택제천선,엄정지사,천등산3터널(평택),112,2619,2,1종,A,2015-07-20,충청북도 충주시 산척면 명서리
평택제천선,엄정지사,산척3터널(제천),116,1256,2,1종,A,2015-07-20,충청북도 충주시 산척면 명서리
평택제천선,엄정지사,산척3터널(평택),116,1274,2,1종,A,2015-07-20,충청북도 충주시 산척면 명서리
평택제천선,엄정지사,산척4터널(제천),118,1243,2,1종,A,2015-07-20,충청북도 충주시 산척면 명서리
평택제천선,엄정지사,산척4터널(평택),118,1191,2,1종,A,2015-07-20,충청북도 충주시 산척면 명서리
평택제천선,엄정지사,금성터널(제천),119,4427,2,1종,A,2015-07-20,충청북도 제천시 청풍면 장선리
평택제천선,엄정지사,금성터널(평택),119,4465,2,1종,A,2015-07-20,충청북도 제천시 청풍면 장선리
중앙선,제천지사,단양터널(부산),253,465,2,2종,B,2001-12-18,충청북도 단양군 적성면 현곡리
중앙선,제천지사,단양터널(춘천),253,500,2,2종,B,2001-12-18,충청북도 단양군 적성면 현곡리
중앙선,제천지사,현곡터널(춘천),255,220,2,2종,B,2001-12-18,충청북도 단양군 적성면 현곡리
중앙선,제천지사,현곡터널(부산),255,220,2,2종,B,2001-12-18,충청북도 단양군 적성면 현곡리
